Entity,Code,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",World regions according to OWID,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter).1",Year.1
New Zealand,NZL,1990,6.348301,,5.983861,2017.0
New Zealand,NZL,1990,6.3026567,,5.983861,2017.0
New Zealand,NZL,1990,6.1123405,,5.983861,2017.0
New Zealand,NZL,1990,6.2345476,,5.983861,2017.0
New Zealand,NZL,1990,6.2631,,5.983861,2017.0
New Zealand,NZL,1990,6.0525045,,5.983861,2017.0
New Zealand,NZL,1990,6.007926,,5.983861,2017.0
New Zealand,NZL,1990,6.08161,,5.983861,2017.0
New Zealand,NZL,1990,5.983861,,5.983861,2017.0
New Zealand,NZL,1990,6.0344715,,5.983861,2017.0
New Zealand,NZL,1990,6.0483055,,5.983861,2017.0
New Zealand,NZL,1990,,Oceania,5.983861,2017.0
Nicaragua,NIC,1990,20.966667,,19.798082,2017.0
Nicaragua,NIC,1990,20.228695,,19.798082,2017.0
Nicaragua,NIC,1990,21.729116,,19.798082,2017.0
Nicaragua,NIC,1990,23.065546,,19.798082,2017.0
Nicaragua,NIC,1990,21.394527,,19.798082,2017.0
Nicaragua,NIC,1990,23.876844,,19.798082,2017.0
Nicaragua,NIC,1990,21.514185,,19.798082,2017.0
Nicaragua,NIC,1990,23.469725,,19.798082,2017.0
Nicaragua,NIC,1990,21.430124,,19.798082,2017.0
Nicaragua,NIC,1990,21.894838,,19.798082,2017.0
Nicaragua,NIC,1990,21.106602,,19.798082,2017.0
Nicaragua,NIC,1990,19.798082,,19.798082,2017.0
Nicaragua,NIC,1990,20.557665,,19.798082,2017.0
Nicaragua,NIC,1990,20.439009,,19.798082,2017.0
Nicaragua,NIC,1990,,North America,19.798082,2017.0
Niger,NER,1990,74.24647,,78.03893,2017.0
Niger,NER,1990,71.76088,,78.03893,2017.0
Niger,NER,1990,76.83389,,78.03893,2017.0
Niger,NER,1990,79.28609,,78.03893,2017.0
Niger,NER,1990,78.0011,,78.03893,2017.0
Niger,NER,1990,80.46845,,78.03893,2017.0
Niger,NER,1990,78.61511,,78.03893,2017.0
Niger,NER,1990,70.634926,,78.03893,2017.0
Niger,NER,1990,69.291336,,78.03893,2017.0
Niger,NER,1990,87.522194,,78.03893,2017.0
Niger,NER,1990,85.251945,,78.03893,2017.0
Niger,NER,1990,78.03893,,78.03893,2017.0
Niger,NER,1990,79.912056,,78.03893,2017.0
Niger,NER,1990,80.10927,,78.03893,2017.0
Niger,NER,1990,,Africa,78.03893,2017.0
Nigeria,NGA,1990,71.580315,,69.12075,2017.0
Nigeria,NGA,1990,67.310295,,69.12075,2017.0
Nigeria,NGA,1990,74.256714,,69.12075,2017.0
Nigeria,NGA,1990,67.47106,,69.12075,2017.0
Nigeria,NGA,1990,62.903282,,69.12075,2017.0
Nigeria,NGA,1990,64.84237,,69.12075,2017.0
Nigeria,NGA,1990,67.36462,,69.12075,2017.0
Nigeria,NGA,1990,59.685402,,69.12075,2017.0
Nigeria,NGA,1990,59.484447,,69.12075,2017.0
Nigeria,NGA,1990,76.053375,,69.12075,2017.0
Nigeria,NGA,1990,69.62588,,69.12075,2017.0
Nigeria,NGA,1990,69.12075,,69.12075,2017.0
Nigeria,NGA,1990,69.82257,,69.12075,2017.0
Nigeria,NGA,1990,70.396255,,69.12075,2017.0
Nigeria,NGA,1990,,Africa,69.12075,2017.0
Niue,NIU,1990,,Oceania,,
Norfolk Island,NFK,1990,,Oceania,,
North America (WB),,1990,13.083159,,7.6978307,2017.0
North America (WB),,1990,12.5869875,,7.6978307,2017.0
North America (WB),,1990,11.675716,,7.6978307,2017.0
North America (WB),,1990,10.726607,,7.6978307,2017.0
North America (WB),,1990,9.088969,,7.6978307,2017.0
North America (WB),,1990,9.071694,,7.6978307,2017.0
North America (WB),,1990,8.743211,,7.6978307,2017.0
North America (WB),,1990,8.504717,,7.6978307,2017.0
North America (WB),,1990,8.338489,,7.6978307,2017.0
North America (WB),,1990,8.075017,,7.6978307,2017.0
North America (WB),,1990,7.261038,,7.6978307,2017.0
North America (WB),,1990,7.6978307,,7.6978307,2017.0
North America (WB),,1990,7.7040935,,7.6978307,2017.0
North America (WB),,1990,7.605693,,7.6978307,2017.0
North Korea,PRK,1990,41.029957,,42.74424,2017.0
North Korea,PRK,1990,39.44319,,42.74424,2017.0
North Korea,PRK,1990,40.453003,,42.74424,2017.0
North Korea,PRK,1990,40.673798,,42.74424,2017.0
North Korea,PRK,1990,38.71368,,42.74424,2017.0
North Korea,PRK,1990,44.54534,,42.74424,2017.0
North Korea,PRK,1990,45.412537,,42.74424,2017.0
North Korea,PRK,1990,49.822006,,42.74424,2017.0
North Korea,PRK,1990,49.153225,,42.74424,2017.0
North Korea,PRK,1990,47.15603,,42.74424,2017.0
North Korea,PRK,1990,42.73229,,42.74424,2017.0
North Korea,PRK,1990,42.74424,,42.74424,2017.0
North Korea,PRK,1990,44.307602,,42.74424,2017.0
North Korea,PRK,1990,44.329575,,42.74424,2017.0
North Korea,PRK,1990,,Asia,42.74424,2017.0
North Macedonia,MKD,1990,45.601357,,31.43566,2017.0
North Macedonia,MKD,1990,44.044147,,31.43566,2017.0
North Macedonia,MKD,1990,41.70419,,31.43566,2017.0
North Macedonia,MKD,1990,37.153076,,31.43566,2017.0
North Macedonia,MKD,1990,35.844345,,31.43566,2017.0
North Macedonia,MKD,1990,41.056908,,31.43566,2017.0
North Macedonia,MKD,1990,36.79534,,31.43566,2017.0
North Macedonia,MKD,1990,33.904865,,31.43566,2017.0
North Macedonia,MKD,1990,34.792786,,31.43566,2017.0
North Macedonia,MKD,1990,32.559753,,31.43566,2017.0
North Macedonia,MKD,1990,30.49534,,31.43566,2017.0
North Macedonia,MKD,1990,31.43566,,31.43566,2017.0
North Macedonia,MKD,1990,30.885283,,31.43566,2017.0
North Macedonia,MKD,1990,30.269318,,31.43566,2017.0
North Macedonia,MKD,1990,,Europe,31.43566,2017.0
Northern Mariana Islands,MNP,1990,9.886044,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,9.588367,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.9777656,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.6330295,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.189279,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.0408225,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,6.9858756,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.6903906,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.3490067,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,9.546252,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,8.374309,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,7.839653,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,8.192171,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,8.1519785,,7.839653,2017.0
Northern Mariana Islands,MNP,1990,,Oceania,7.839653,2017.0
Norway,NOR,1990,11.760532,,6.6525073,2017.0
Norway,NOR,1990,10.684194,,6.6525073,2017.0
Norway,NOR,1990,10.090807,,6.6525073,2017.0
Norway,NOR,1990,8.168737,,6.6525073,2017.0
Norway,NOR,1990,8.099764,,6.6525073,2017.0
Norway,NOR,1990,9.050737,,6.6525073,2017.0
Norway,NOR,1990,7.5556636,,6.6525073,2017.0
Norway,NOR,1990,7.2789755,,6.6525073,2017.0
Norway,NOR,1990,7.454136,,6.6525073,2017.0
Norway,NOR,1990,7.0093255,,6.6525073,2017.0
Norway,NOR,1990,6.594524,,6.6525073,2017.0
Norway,NOR,1990,6.6525073,,6.6525073,2017.0
Norway,NOR,1990,6.6957994,,6.6525073,2017.0
Norway,NOR,1990,6.6423836,,6.6525073,2017.0
Norway,NOR,1990,,Europe,6.6525073,2017.0
Oman,OMN,1990,43.6424,,44.033253,2017.0
Oman,OMN,1990,39.65558,,44.033253,2017.0
Oman,OMN,1990,43.15937,,44.033253,2017.0
Oman,OMN,1990,42.79004,,44.033253,2017.0
Oman,OMN,1990,41.071754,,44.033253,2017.0
Oman,OMN,1990,44.83063,,44.033253,2017.0
Oman,OMN,1990,46.571056,,44.033253,2017.0
Oman,OMN,1990,44.059227,,44.033253,2017.0
Oman,OMN,1990,40.65538,,44.033253,2017.0
Oman,OMN,1990,44.06396,,44.033253,2017.0
Oman,OMN,1990,42.27135,,44.033253,2017.0
Oman,OMN,1990,44.033253,,44.033253,2017.0
Oman,OMN,1990,44.317944,,44.033253,2017.0
Oman,OMN,1990,44.57247,,44.033253,2017.0
Oman,OMN,1990,,Asia,44.033253,2017.0
Orange Free State,,1990,,Africa,,
Pakistan,PAK,1990,60.73705,,61.75482,2017.0
Pakistan,PAK,1990,53.456966,,61.75482,2017.0
Pakistan,PAK,1990,57.718895,,61.75482,2017.0
Pakistan,PAK,1990,55.208817,,61.75482,2017.0
Pakistan,PAK,1990,59.6087,,61.75482,2017.0
Pakistan,PAK,1990,59.987286,,61.75482,2017.0
Pakistan,PAK,1990,65.41081,,61.75482,2017.0
Pakistan,PAK,1990,66.846344,,61.75482,2017.0
Pakistan,PAK,1990,70.94475,,61.75482,2017.0
Pakistan,PAK,1990,66.929756,,61.75482,2017.0
Pakistan,PAK,1990,68.71764,,61.75482,2017.0
Pakistan,PAK,1990,61.75482,,61.75482,2017.0
Pakistan,PAK,1990,62.397007,,61.75482,2017.0
Pakistan,PAK,1990,62.57425,,61.75482,2017.0
Pakistan,PAK,1990,,Asia,61.75482,2017.0
Pakistan (former),,1990,,Asia,,
Palau,PLW,1990,6.875726,,6.908077,2017.0
Palau,PLW,1990,6.4462,,6.908077,2017.0
Palau,PLW,1990,6.615598,,6.908077,2017.0
Palau,PLW,1990,6.818267,,6.908077,2017.0
Palau,PLW,1990,5.829306,,6.908077,2017.0
Palau,PLW,1990,6.5210757,,6.908077,2017.0
Palau,PLW,1990,6.820763,,6.908077,2017.0
Palau,PLW,1990,6.669479,,6.908077,2017.0
Palau,PLW,1990,7.2813344,,6.908077,2017.0
Palau,PLW,1990,9.036533,,6.908077,2017.0
Palau,PLW,1990,7.327136,,6.908077,2017.0
Palau,PLW,1990,6.908077,,6.908077,2017.0
Palau,PLW,1990,7.1507382,,6.908077,2017.0
Palau,PLW,1990,6.8738055,,6.908077,2017.0
Palau,PLW,1990,,Oceania,6.908077,2017.0
Palestine,PSE,1990,30.043127,,32.145355,2017.0
Palestine,PSE,1990,33.018223,,32.145355,2017.0
Palestine,PSE,1990,31.571835,,32.145355,2017.0
Palestine,PSE,1990,32.925907,,32.145355,2017.0
Palestine,PSE,1990,36.061283,,32.145355,2017.0
Palestine,PSE,1990,33.874485,,32.145355,2017.0
Palestine,PSE,1990,32.7822,,32.145355,2017.0
Palestine,PSE,1990,35.79313,,32.145355,2017.0
Palestine,PSE,1990,34.50385,,32.145355,2017.0
Palestine,PSE,1990,35.321648,,32.145355,2017.0
Palestine,PSE,1990,31.472685,,32.145355,2017.0
Palestine,PSE,1990,32.145355,,32.145355,2017.0
Palestine,PSE,1990,31.891033,,32.145355,2017.0
Palestine,PSE,1990,31.302546,,32.145355,2017.0
Palestine,PSE,1990,,Asia,32.145355,2017.0
Panama,PAN,1990,15.683993,,13.866405,2017.0
Panama,PAN,1990,14.639484,,13.866405,2017.0
Panama,PAN,1990,16.6199,,13.866405,2017.0
Panama,PAN,1990,16.009651,,13.866405,2017.0
Panama,PAN,1990,15.454397,,13.866405,2017.0
Panama,PAN,1990,15.449898,,13.866405,2017.0
Panama,PAN,1990,14.92316,,13.866405,2017.0
Panama,PAN,1990,15.477184,,13.866405,2017.0
Panama,PAN,1990,15.454718,,13.866405,2017.0
Panama,PAN,1990,15.975286,,13.866405,2017.0
Panama,PAN,1990,14.432669,,13.866405,2017.0
Panama,PAN,1990,13.866405,,13.866405,2017.0
Panama,PAN,1990,13.630643,,13.866405,2017.0
Panama,PAN,1990,13.200595,,13.866405,2017.0
Panama,PAN,1990,,North America,13.866405,2017.0
Papua New Guinea,PNG,1990,17.66096,,15.946737,2017.0
Papua New Guinea,PNG,1990,17.228434,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.743916,,15.946737,2017.0
Papua New Guinea,PNG,1990,14.994808,,15.946737,2017.0
Papua New Guinea,PNG,1990,17.352848,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.338331,,15.946737,2017.0
Papua New Guinea,PNG,1990,15.989495,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.107367,,15.946737,2017.0
Papua New Guinea,PNG,1990,15.766611,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.542927,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.692696,,15.946737,2017.0
Papua New Guinea,PNG,1990,15.946737,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.264956,,15.946737,2017.0
Papua New Guinea,PNG,1990,16.231186,,15.946737,2017.0
Papua New Guinea,PNG,1990,,Oceania,15.946737,2017.0
Paraguay,PRY,1990,15.529837,,12.483615,2017.0
Paraguay,PRY,1990,15.339196,,12.483615,2017.0
Paraguay,PRY,1990,15.78351,,12.483615,2017.0
Paraguay,PRY,1990,14.875148,,12.483615,2017.0
Paraguay,PRY,1990,14.982274,,12.483615,2017.0
Paraguay,PRY,1990,15.798559,,12.483615,2017.0
Paraguay,PRY,1990,14.565567,,12.483615,2017.0
Paraguay,PRY,1990,14.43913,,12.483615,2017.0
Paraguay,PRY,1990,13.946298,,12.483615,2017.0
Paraguay,PRY,1990,12.227638,,12.483615,2017.0
Paraguay,PRY,1990,12.26387,,12.483615,2017.0
Paraguay,PRY,1990,12.483615,,12.483615,2017.0
Paraguay,PRY,1990,12.479399,,12.483615,2017.0
Paraguay,PRY,1990,12.518915,,12.483615,2017.0
Paraguay,PRY,1990,,South America,12.483615,2017.0
Peru,PER,1990,36.519497,,30.29526,2017.0
Peru,PER,1990,31.10409,,30.29526,2017.0
Peru,PER,1990,27.580524,,30.29526,2017.0
Peru,PER,1990,28.125198,,30.29526,2017.0
Peru,PER,1990,30.00974,,30.29526,2017.0
Peru,PER,1990,29.175756,,30.29526,2017.0
Peru,PER,1990,30.873182,,30.29526,2017.0
Peru,PER,1990,29.502169,,30.29526,2017.0
Peru,PER,1990,30.237858,,30.29526,2017.0
Peru,PER,1990,30.663208,,30.29526,2017.0
Peru,PER,1990,30.446232,,30.29526,2017.0
Peru,PER,1990,30.29526,,30.29526,2017.0
Peru,PER,1990,30.638483,,30.29526,2017.0
Peru,PER,1990,30.826694,,30.29526,2017.0
Peru,PER,1990,,South America,30.29526,2017.0
Philippines,PHL,1990,30.443132,,18.641264,2017.0
Philippines,PHL,1990,29.590994,,18.641264,2017.0
Philippines,PHL,1990,28.603329,,18.641264,2017.0
Philippines,PHL,1990,26.985195,,18.641264,2017.0
Philippines,PHL,1990,24.093084,,18.641264,2017.0
Philippines,PHL,1990,20.854435,,18.641264,2017.0
Philippines,PHL,1990,21.636808,,18.641264,2017.0
Philippines,PHL,1990,21.812887,,18.641264,2017.0
Philippines,PHL,1990,19.697067,,18.641264,2017.0
Philippines,PHL,1990,19.538073,,18.641264,2017.0
Philippines,PHL,1990,20.110071,,18.641264,2017.0
Philippines,PHL,1990,18.641264,,18.641264,2017.0
Philippines,PHL,1990,18.736492,,18.641264,2017.0
Philippines,PHL,1990,18.826132,,18.641264,2017.0
Philippines,PHL,1990,,Asia,18.641264,2017.0
Pitcairn,PCN,1990,,Oceania,,
Poland,POL,1990,33.346874,,22.779037,2017.0
Poland,POL,1990,32.255444,,22.779037,2017.0
Poland,POL,1990,27.851551,,22.779037,2017.0
Poland,POL,1990,26.838203,,22.779037,2017.0
Poland,POL,1990,27.29182,,22.779037,2017.0
Poland,POL,1990,27.07181,,22.779037,2017.0
Poland,POL,1990,24.603289,,22.779037,2017.0
Poland,POL,1990,23.69389,,22.779037,2017.0
Poland,POL,1990,23.919403,,22.779037,2017.0
Poland,POL,1990,22.76912,,22.779037,2017.0
Poland,POL,1990,21.817867,,22.779037,2017.0
Poland,POL,1990,22.779037,,22.779037,2017.0
Poland,POL,1990,22.747055,,22.779037,2017.0
Poland,POL,1990,22.642006,,22.779037,2017.0
Poland,POL,1990,,Europe,22.779037,2017.0
Portugal,PRT,1990,11.583135,,8.478894,2017.0
Portugal,PRT,1990,11.175372,,8.478894,2017.0
Portugal,PRT,1990,11.717042,,8.478894,2017.0
Portugal,PRT,1990,10.959425,,8.478894,2017.0
Portugal,PRT,1990,9.884275,,8.478894,2017.0
Portugal,PRT,1990,10.586,,8.478894,2017.0
Portugal,PRT,1990,9.261773,,8.478894,2017.0
Portugal,PRT,1990,8.917702,,8.478894,2017.0
Portugal,PRT,1990,8.776159,,8.478894,2017.0
Portugal,PRT,1990,8.893343,,8.478894,2017.0
Portugal,PRT,1990,7.921468,,8.478894,2017.0
Portugal,PRT,1990,8.478894,,8.478894,2017.0
Portugal,PRT,1990,8.298509,,8.478894,2017.0
Portugal,PRT,1990,8.254803,,8.478894,2017.0
Portugal,PRT,1990,,Europe,8.478894,2017.0
Puerto Rico,PRI,1990,7.6809683,,6.742574,2017.0
Puerto Rico,PRI,1990,7.5800385,,6.742574,2017.0
Puerto Rico,PRI,1990,6.8173003,,6.742574,2017.0
Puerto Rico,PRI,1990,6.214736,,6.742574,2017.0
Puerto Rico,PRI,1990,6.296361,,6.742574,2017.0
Puerto Rico,PRI,1990,5.5714536,,6.742574,2017.0
Puerto Rico,PRI,1990,6.242564,,6.742574,2017.0
Puerto Rico,PRI,1990,5.995986,,6.742574,2017.0
Puerto Rico,PRI,1990,6.131923,,6.742574,2017.0
Puerto Rico,PRI,1990,6.720401,,6.742574,2017.0
Puerto Rico,PRI,1990,6.772592,,6.742574,2017.0
Puerto Rico,PRI,1990,6.742574,,6.742574,2017.0
Puerto Rico,PRI,1990,6.8410773,,6.742574,2017.0
Puerto Rico,PRI,1990,6.851681,,6.742574,2017.0
Puerto Rico,PRI,1990,,North America,6.742574,2017.0
Qatar,QAT,1990,79.3042,,78.38699,2017.0
Qatar,QAT,1990,75.543434,,78.38699,2017.0
Qatar,QAT,1990,77.77976,,78.38699,2017.0
Qatar,QAT,1990,82.72531,,78.38699,2017.0
Qatar,QAT,1990,79.06585,,78.38699,2017.0
Qatar,QAT,1990,81.22257,,78.38699,2017.0
Qatar,QAT,1990,85.966866,,78.38699,2017.0
Qatar,QAT,1990,81.28987,,78.38699,2017.0
Qatar,QAT,1990,72.7398,,78.38699,2017.0
Qatar,QAT,1990,84.99823,,78.38699,2017.0
Qatar,QAT,1990,76.14229,,78.38699,2017.0
Qatar,QAT,1990,78.38699,,78.38699,2017.0
Qatar,QAT,1990,77.113335,,78.38699,2017.0
Qatar,QAT,1990,76.04929,,78.38699,2017.0
Qatar,QAT,1990,,Asia,78.38699,2017.0
Republic of Vietnam,OWID_RVN,1990,,Asia,,
Reunion,REU,1990,,Africa,,
Romania,ROU,1990,22.06753,,15.713908,2017.0
Romania,ROU,1990,21.273136,,15.713908,2017.0
Romania,ROU,1990,19.837992,,15.713908,2017.0
Romania,ROU,1990,18.68746,,15.713908,2017.0
Romania,ROU,1990,18.489956,,15.713908,2017.0
Romania,ROU,1990,19.508682,,15.713908,2017.0
Romania,ROU,1990,17.841686,,15.713908,2017.0
Romania,ROU,1990,16.489544,,15.713908,2017.0
Romania,ROU,1990,16.558727,,15.713908,2017.0
Romania,ROU,1990,16.094925,,15.713908,2017.0
Romania,ROU,1990,15.197343,,15.713908,2017.0
Romania,ROU,1990,15.713908,,15.713908,2017.0
Romania,ROU,1990,15.699412,,15.713908,2017.0
Romania,ROU,1990,15.671089,,15.713908,2017.0
Romania,ROU,1990,,Europe,15.713908,2017.0
Russia,RUS,1990,18.790174,,11.522596,2017.0
Russia,RUS,1990,17.094387,,11.522596,2017.0
Russia,RUS,1990,15.379374,,11.522596,2017.0
Russia,RUS,1990,14.34289,,11.522596,2017.0
Russia,RUS,1990,15.277746,,11.522596,2017.0
Russia,RUS,1990,13.637078,,11.522596,2017.0
Russia,RUS,1990,13.658768,,11.522596,2017.0
Russia,RUS,1990,13.909761,,11.522596,2017.0
Russia,RUS,1990,13.935284,,11.522596,2017.0
Russia,RUS,1990,12.874773,,11.522596,2017.0
Russia,RUS,1990,12.17632,,11.522596,2017.0
Russia,RUS,1990,11.522596,,11.522596,2017.0
Russia,RUS,1990,11.629786,,11.522596,2017.0
Russia,RUS,1990,11.595531,,11.522596,2017.0
Russia,RUS,1990,,Europe,11.522596,2017.0
Rwanda,RWA,1990,36.187286,,35.572884,2017.0
Rwanda,RWA,1990,36.85629,,35.572884,2017.0
Rwanda,RWA,1990,38.800358,,35.572884,2017.0
Rwanda,RWA,1990,35.81546,,35.572884,2017.0
Rwanda,RWA,1990,36.271694,,35.572884,2017.0
Rwanda,RWA,1990,37.754593,,35.572884,2017.0
Rwanda,RWA,1990,40.289314,,35.572884,2017.0
Rwanda,RWA,1990,38.04488,,35.572884,2017.0
Rwanda,RWA,1990,37.756615,,35.572884,2017.0
Rwanda,RWA,1990,38.642418,,35.572884,2017.0
Rwanda,RWA,1990,38.485104,,35.572884,2017.0
Rwanda,RWA,1990,35.572884,,35.572884,2017.0
Rwanda,RWA,1990,36.660023,,35.572884,2017.0
Rwanda,RWA,1990,36.184917,,35.572884,2017.0
Rwanda,RWA,1990,,Africa,35.572884,2017.0
Saint Barthelemy,BLM,1990,,North America,,
Saint Helena,SHN,1990,,Africa,,
Saint Kitts and Nevis,KNA,1990,8.578843,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.542849,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.63403,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,7.8649592,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.104641,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,7.3232193,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,7.96617,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,7.7301474,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,7.5791564,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.593256,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.80188,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.556462,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.770852,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,8.789143,,8.556462,2017.0
Saint Kitts and Nevis,KNA,1990,,North America,8.556462,2017.0
Saint Lucia,LCA,1990,21.566454,,20.757168,2017.0
Saint Lucia,LCA,1990,21.545094,,20.757168,2017.0
Saint Lucia,LCA,1990,21.85873,,20.757168,2017.0
Saint Lucia,LCA,1990,19.864498,,20.757168,2017.0
Saint Lucia,LCA,1990,19.891518,,20.757168,2017.0
Saint Lucia,LCA,1990,19.117554,,20.757168,2017.0
Saint Lucia,LCA,1990,20.059917,,20.757168,2017.0
Saint Lucia,LCA,1990,20.176659,,20.757168,2017.0
Saint Lucia,LCA,1990,20.140667,,20.757168,2017.0
Saint Lucia,LCA,1990,21.862177,,20.757168,2017.0
Saint Lucia,LCA,1990,21.047108,,20.757168,2017.0
Saint Lucia,LCA,1990,20.757168,,20.757168,2017.0
Saint Lucia,LCA,1990,21.157991,,20.757168,2017.0
Saint Lucia,LCA,1990,21.221317,,20.757168,2017.0
Saint Lucia,LCA,1990,,North America,20.757168,2017.0
Saint Martin (French part),MAF,1990,,North America,,
Saint Pierre and Miquelon,SPM,1990,,North America,,
Saint Vincent and the Grenadines,VCT,1990,21.902567,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,21.81653,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,21.956362,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,19.901989,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,19.798119,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,19.031733,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,19.921581,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,19.949064,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,20.056055,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,21.740475,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,20.910357,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,20.730364,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,21.058245,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,21.129738,,20.730364,2017.0
Saint Vincent and the Grenadines,VCT,1990,,North America,20.730364,2017.0
Samoa,WSM,1990,10.812106,,10.9009495,2017.0
Samoa,WSM,1990,10.872354,,10.9009495,2017.0
Samoa,WSM,1990,11.043642,,10.9009495,2017.0
Samoa,WSM,1990,11.556313,,10.9009495,2017.0
Samoa,WSM,1990,11.104718,,10.9009495,2017.0
Samoa,WSM,1990,10.708045,,10.9009495,2017.0
Samoa,WSM,1990,10.782588,,10.9009495,2017.0
Samoa,WSM,1990,10.86783,,10.9009495,2017.0
Samoa,WSM,1990,11.140807,,10.9009495,2017.0
Samoa,WSM,1990,11.016346,,10.9009495,2017.0
Samoa,WSM,1990,11.3150835,,10.9009495,2017.0
Samoa,WSM,1990,10.9009495,,10.9009495,2017.0
Samoa,WSM,1990,11.044446,,10.9009495,2017.0
Samoa,WSM,1990,11.014833,,10.9009495,2017.0
Samoa,WSM,1990,,Oceania,10.9009495,2017.0
San Marino,SMR,1990,12.566314,,9.795344,2017.0
San Marino,SMR,1990,11.850399,,9.795344,2017.0
San Marino,SMR,1990,11.155181,,9.795344,2017.0
San Marino,SMR,1990,10.379525,,9.795344,2017.0
San Marino,SMR,1990,9.017567,,9.795344,2017.0
San Marino,SMR,1990,9.723372,,9.795344,2017.0
San Marino,SMR,1990,9.488658,,9.795344,2017.0
San Marino,SMR,1990,9.261669,,9.795344,2017.0
San Marino,SMR,1990,9.701667,,9.795344,2017.0
San Marino,SMR,1990,10.007393,,9.795344,2017.0
San Marino,SMR,1990,9.847829,,9.795344,2017.0
San Marino,SMR,1990,9.795344,,9.795344,2017.0
San Marino,SMR,1990,9.981823,,9.795344,2017.0
San Marino,SMR,1990,9.906728,,9.795344,2017.0
San Marino,SMR,1990,,Europe,9.795344,2017.0
Sao Tome and Principe,STP,1990,33.66732,,29.995407,2017.0
Sao Tome and Principe,STP,1990,30.763819,,29.995407,2017.0
Sao Tome and Principe,STP,1990,34.15203,,29.995407,2017.0
Sao Tome and Principe,STP,1990,34.468433,,29.995407,2017.0
Sao Tome and Principe,STP,1990,30.471586,,29.995407,2017.0
Sao Tome and Principe,STP,1990,32.120564,,29.995407,2017.0
Sao Tome and Principe,STP,1990,29.383295,,29.995407,2017.0
Sao Tome and Principe,STP,1990,30.767977,,29.995407,2017.0
Sao Tome and Principe,STP,1990,28.006756,,29.995407,2017.0
Sao Tome and Principe,STP,1990,36.144806,,29.995407,2017.0
Sao Tome and Principe,STP,1990,34.73053,,29.995407,2017.0
Sao Tome and Principe,STP,1990,29.995407,,29.995407,2017.0
Sao Tome and Principe,STP,1990,31.12163,,29.995407,2017.0
Sao Tome and Principe,STP,1990,31.058857,,29.995407,2017.0
Sao Tome and Principe,STP,1990,,Africa,29.995407,2017.0
Saudi Arabia,SAU,1990,50.829826,,63.897137,2017.0
Saudi Arabia,SAU,1990,50.792072,,63.897137,2017.0
Saudi Arabia,SAU,1990,57.836136,,63.897137,2017.0
Saudi Arabia,SAU,1990,60.185684,,63.897137,2017.0
Saudi Arabia,SAU,1990,62.922794,,63.897137,2017.0
Saudi Arabia,SAU,1990,64.95237,,63.897137,2017.0
