,Entity,Code,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",World regions according to OWID,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter).1",Year.1
2545,Saudi Arabia,SAU,1990,56.510704,,63.897137,2017.0
2546,Saudi Arabia,SAU,1990,66.82088,,63.897137,2017.0
2547,Saudi Arabia,SAU,1990,59.600735,,63.897137,2017.0
2548,Saudi Arabia,SAU,1990,63.897137,,63.897137,2017.0
2549,Saudi Arabia,SAU,1990,61.900852,,63.897137,2017.0
2550,Saudi Arabia,SAU,1990,61.50824,,63.897137,2017.0
2551,Saudi Arabia,SAU,1990,,Asia,63.897137,2017.0
2613,Singapore,SGP,1990,22.144207,,18.558016,2017.0
2614,Singapore,SGP,1990,18.11365,,18.558016,2017.0
2615,Singapore,SGP,1990,18.368677,,18.558016,2017.0
2616,Singapore,SGP,1990,16.01396,,18.558016,2017.0
2617,Singapore,SGP,1990,15.076043,,18.558016,2017.0
2618,Singapore,SGP,1990,16.428144,,18.558016,2017.0
2619,Singapore,SGP,1990,17.531822,,18.558016,2017.0
2620,Singapore,SGP,1990,18.599985,,18.558016,2017.0
2621,Singapore,SGP,1990,17.732473,,18.558016,2017.0
2622,Singapore,SGP,1990,18.295012,,18.558016,2017.0
2623,Singapore,SGP,1990,17.638502,,18.558016,2017.0
2624,Singapore,SGP,1990,18.558016,,18.558016,2017.0
2625,Singapore,SGP,1990,18.493353,,18.558016,2017.0
2626,Singapore,SGP,1990,18.765882,,18.558016,2017.0
2627,Singapore,SGP,1990,,Asia,18.558016,2017.0
2719,South Korea,KOR,1990,24.951273,,26.882107,2017.0
2720,South Korea,KOR,1990,24.268818,,26.882107,2017.0
2721,South Korea,KOR,1990,24.222155,,26.882107,2017.0
2722,South Korea,KOR,1990,23.590971,,26.882107,2017.0
2723,South Korea,KOR,1990,22.854078,,26.882107,2017.0
2724,South Korea,KOR,1990,25.456814,,26.882107,2017.0
2725,South Korea,KOR,1990,25.79817,,26.882107,2017.0
2726,South Korea,KOR,1990,27.538815,,26.882107,2017.0
2727,South Korea,KOR,1990,28.181099,,26.882107,2017.0
2728,South Korea,KOR,1990,26.976574,,26.882107,2017.0
2729,South Korea,KOR,1990,27.805607,,26.882107,2017.0
2730,South Korea,KOR,1990,26.882107,,26.882107,2017.0
2731,South Korea,KOR,1990,27.436352,,26.882107,2017.0
2732,South Korea,KOR,1990,27.44034,,26.882107,2017.0
2733,South Korea,KOR,1990,,Asia,26.882107,2017.0
2764,Sri Lanka,LKA,1990,22.965834,,19.924923,2017.0
2765,Sri Lanka,LKA,1990,21.810137,,19.924923,2017.0
2766,Sri Lanka,LKA,1990,24.178926,,19.924923,2017.0
2767,Sri Lanka,LKA,1990,24.074694,,19.924923,2017.0
2768,Sri Lanka,LKA,1990,24.693802,,19.924923,2017.0
2769,Sri Lanka,LKA,1990,21.569286,,19.924923,2017.0
2770,Sri Lanka,LKA,1990,22.424149,,19.924923,2017.0
2771,Sri Lanka,LKA,1990,22.99524,,19.924923,2017.0
2772,Sri Lanka,LKA,1990,20.969007,,19.924923,2017.0
2773,Sri Lanka,LKA,1990,18.970345,,19.924923,2017.0
2774,Sri Lanka,LKA,1990,20.739632,,19.924923,2017.0
2775,Sri Lanka,LKA,1990,19.924923,,19.924923,2017.0
2776,Sri Lanka,LKA,1990,19.694462,,19.924923,2017.0
2777,Sri Lanka,LKA,1990,19.964396,,19.924923,2017.0
2778,Sri Lanka,LKA,1990,,Asia,19.924923,2017.0
2853,Syria,SYR,1990,32.603947,,31.401957,2017.0
2854,Syria,SYR,1990,33.237793,,31.401957,2017.0
2855,Syria,SYR,1990,29.912579,,31.401957,2017.0
2856,Syria,SYR,1990,31.169422,,31.401957,2017.0
2857,Syria,SYR,1990,35.545063,,31.401957,2017.0
2858,Syria,SYR,1990,32.78116,,31.401957,2017.0
2859,Syria,SYR,1990,31.680595,,31.401957,2017.0
2860,Syria,SYR,1990,33.17491,,31.401957,2017.0
2861,Syria,SYR,1990,32.654255,,31.401957,2017.0
2862,Syria,SYR,1990,33.99186,,31.401957,2017.0
2863,Syria,SYR,1990,31.868698,,31.401957,2017.0
2864,Syria,SYR,1990,31.401957,,31.401957,2017.0
2865,Syria,SYR,1990,31.370409,,31.401957,2017.0
2866,Syria,SYR,1990,30.953625,,31.401957,2017.0
2867,Syria,SYR,1990,,Asia,31.401957,2017.0
2869,Tajikistan,TJK,1990,33.563793,,38.479343,2017.0
2870,Tajikistan,TJK,1990,35.282825,,38.479343,2017.0
2871,Tajikistan,TJK,1990,40.9638,,38.479343,2017.0
2872,Tajikistan,TJK,1990,32.78808,,38.479343,2017.0
2873,Tajikistan,TJK,1990,34.511707,,38.479343,2017.0
2874,Tajikistan,TJK,1990,46.03698,,38.479343,2017.0
2875,Tajikistan,TJK,1990,41.23015,,38.479343,2017.0
2876,Tajikistan,TJK,1990,42.28232,,38.479343,2017.0
2877,Tajikistan,TJK,1990,39.634617,,38.479343,2017.0
2878,Tajikistan,TJK,1990,38.973186,,38.479343,2017.0
2879,Tajikistan,TJK,1990,38.136795,,38.479343,2017.0
2880,Tajikistan,TJK,1990,38.479343,,38.479343,2017.0
2881,Tajikistan,TJK,1990,38.140766,,38.479343,2017.0
2882,Tajikistan,TJK,1990,38.318584,,38.479343,2017.0
2883,Tajikistan,TJK,1990,,Asia,38.479343,2017.0
2899,Thailand,THA,1990,38.35867,,26.93363,2017.0
2900,Thailand,THA,1990,36.116077,,26.93363,2017.0
2901,Thailand,THA,1990,34.533325,,26.93363,2017.0
2902,Thailand,THA,1990,35.32246,,26.93363,2017.0
2903,Thailand,THA,1990,35.418537,,26.93363,2017.0
2904,Thailand,THA,1990,29.91406,,26.93363,2017.0
2905,Thailand,THA,1990,31.341543,,26.93363,2017.0
2906,Thailand,THA,1990,33.786568,,26.93363,2017.0
2907,Thailand,THA,1990,29.430288,,26.93363,2017.0
2908,Thailand,THA,1990,28.041744,,26.93363,2017.0
2909,Thailand,THA,1990,30.69239,,26.93363,2017.0
2910,Thailand,THA,1990,26.93363,,26.93363,2017.0
2911,Thailand,THA,1990,27.481659,,26.93363,2017.0
2912,Thailand,THA,1990,27.402714,,26.93363,2017.0
2913,Thailand,THA,1990,,Asia,26.93363,2017.0
2975,Turkey,TUR,1990,26.000477,,26.289251,2017.0
2976,Turkey,TUR,1990,26.070604,,26.289251,2017.0
2977,Turkey,TUR,1990,26.783766,,26.289251,2017.0
2978,Turkey,TUR,1990,25.967585,,26.289251,2017.0
2979,Turkey,TUR,1990,28.91206,,26.289251,2017.0
2980,Turkey,TUR,1990,27.607002,,26.289251,2017.0
2981,Turkey,TUR,1990,27.122381,,26.289251,2017.0
2982,Turkey,TUR,1990,27.819788,,26.289251,2017.0
2983,Turkey,TUR,1990,27.782696,,26.289251,2017.0
2984,Turkey,TUR,1990,28.611662,,26.289251,2017.0
2985,Turkey,TUR,1990,27.779022,,26.289251,2017.0
2986,Turkey,TUR,1990,26.289251,,26.289251,2017.0
2987,Turkey,TUR,1990,26.54402,,26.289251,2017.0
2988,Turkey,TUR,1990,26.031801,,26.289251,2017.0
2989,Turkey,TUR,1990,,Asia,26.289251,2017.0
2990,Turkmenistan,TKM,1990,24.696318,,27.127754,2017.0
2991,Turkmenistan,TKM,1990,27.11934,,27.127754,2017.0
2992,Turkmenistan,TKM,1990,28.731726,,27.127754,2017.0
2993,Turkmenistan,TKM,1990,21.93514,,27.127754,2017.0
2994,Turkmenistan,TKM,1990,26.098469,,27.127754,2017.0
2995,Turkmenistan,TKM,1990,32.278812,,27.127754,2017.0
2996,Turkmenistan,TKM,1990,30.772598,,27.127754,2017.0
2997,Turkmenistan,TKM,1990,30.559778,,27.127754,2017.0
2998,Turkmenistan,TKM,1990,30.619661,,27.127754,2017.0
2999,Turkmenistan,TKM,1990,28.621096,,27.127754,2017.0
3000,Turkmenistan,TKM,1990,27.512276,,27.127754,2017.0
3001,Turkmenistan,TKM,1990,27.127754,,27.127754,2017.0
3002,Turkmenistan,TKM,1990,26.546904,,27.127754,2017.0
3003,Turkmenistan,TKM,1990,26.197662,,27.127754,2017.0
3004,Turkmenistan,TKM,1990,,Asia,27.127754,2017.0
3052,United Arab Emirates,ARE,1990,43.678238,,43.82369,2017.0
3053,United Arab Emirates,ARE,1990,43.533695,,43.82369,2017.0
3054,United Arab Emirates,ARE,1990,43.648342,,43.82369,2017.0
3055,United Arab Emirates,ARE,1990,43.18399,,43.82369,2017.0
3056,United Arab Emirates,ARE,1990,43.528076,,43.82369,2017.0
3057,United Arab Emirates,ARE,1990,45.903538,,43.82369,2017.0
3058,United Arab Emirates,ARE,1990,47.64094,,43.82369,2017.0
3059,United Arab Emirates,ARE,1990,44.34651,,43.82369,2017.0
3060,United Arab Emirates,ARE,1990,41.095634,,43.82369,2017.0
3061,United Arab Emirates,ARE,1990,45.90635,,43.82369,2017.0
3062,United Arab Emirates,ARE,1990,43.22089,,43.82369,2017.0
3063,United Arab Emirates,ARE,1990,43.82369,,43.82369,2017.0
3064,United Arab Emirates,ARE,1990,43.814186,,43.82369,2017.0
3065,United Arab Emirates,ARE,1990,43.667027,,43.82369,2017.0
3066,United Arab Emirates,ARE,1990,,Asia,43.82369,2017.0
3141,Uzbekistan,UZB,1990,36.05045,,35.068714,2017.0
3142,Uzbekistan,UZB,1990,38.348896,,35.068714,2017.0
3143,Uzbekistan,UZB,1990,37.00236,,35.068714,2017.0
3144,Uzbekistan,UZB,1990,31.301706,,35.068714,2017.0
3145,Uzbekistan,UZB,1990,32.29141,,35.068714,2017.0
3146,Uzbekistan,UZB,1990,41.43852,,35.068714,2017.0
3147,Uzbekistan,UZB,1990,39.0213,,35.068714,2017.0
3148,Uzbekistan,UZB,1990,39.484592,,35.068714,2017.0
3149,Uzbekistan,UZB,1990,37.50336,,35.068714,2017.0
3150,Uzbekistan,UZB,1990,35.485867,,35.068714,2017.0
3151,Uzbekistan,UZB,1990,35.11678,,35.068714,2017.0
3152,Uzbekistan,UZB,1990,35.068714,,35.068714,2017.0
3153,Uzbekistan,UZB,1990,34.784866,,35.068714,2017.0
3154,Uzbekistan,UZB,1990,34.786095,,35.068714,2017.0
3155,Uzbekistan,UZB,1990,,Asia,35.068714,2017.0
3187,Vietnam,VNM,1990,26.673185,,20.479513,2017.0
3188,Vietnam,VNM,1990,25.866894,,20.479513,2017.0
3189,Vietnam,VNM,1990,25.666374,,20.479513,2017.0
3190,Vietnam,VNM,1990,26.458183,,20.479513,2017.0
3191,Vietnam,VNM,1990,27.10947,,20.479513,2017.0
3192,Vietnam,VNM,1990,23.784431,,20.479513,2017.0
3193,Vietnam,VNM,1990,23.626163,,20.479513,2017.0
3194,Vietnam,VNM,1990,25.237787,,20.479513,2017.0
3195,Vietnam,VNM,1990,22.340412,,20.479513,2017.0
3196,Vietnam,VNM,1990,21.823662,,20.479513,2017.0
3197,Vietnam,VNM,1990,22.54561,,20.479513,2017.0
3198,Vietnam,VNM,1990,20.479513,,20.479513,2017.0
3199,Vietnam,VNM,1990,20.53265,,20.479513,2017.0
3200,Vietnam,VNM,1990,20.389816,,20.479513,2017.0
3201,Vietnam,VNM,1990,,Asia,20.479513,2017.0
3219,Yemen,YEM,1990,47.26236,,46.442257,2017.0
3220,Yemen,YEM,1990,43.86978,,46.442257,2017.0
3221,Yemen,YEM,1990,48.622437,,46.442257,2017.0
3222,Yemen,YEM,1990,43.50003,,46.442257,2017.0
3223,Yemen,YEM,1990,44.689255,,46.442257,2017.0
3224,Yemen,YEM,1990,48.885525,,46.442257,2017.0
3225,Yemen,YEM,1990,54.411846,,46.442257,2017.0
3226,Yemen,YEM,1990,51.404728,,46.442257,2017.0
3227,Yemen,YEM,1990,43.696083,,46.442257,2017.0
3228,Yemen,YEM,1990,48.330635,,46.442257,2017.0
3229,Yemen,YEM,1990,44.950478,,46.442257,2017.0
3230,Yemen,YEM,1990,46.442257,,46.442257,2017.0
3231,Yemen,YEM,1990,45.14404,,46.442257,2017.0
3232,Yemen,YEM,1990,44.46697,,46.442257,2017.0
3233,Yemen,YEM,1990,,Asia,46.442257,2017.0
